"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","DEATHCANCER","TOT","100000PER","A","1960",230.8,
"AUS","DEATHCANCER","TOT","100000PER","A","1961",232.6,
"AUS","DEATHCANCER","TOT","100000PER","A","1962",231,
"AUS","DEATHCANCER","TOT","100000PER","A","1963",236.4,
"AUS","DEATHCANCER","TOT","100000PER","A","1964",238.4,
"AUS","DEATHCANCER","TOT","100000PER","A","1965",233,
"AUS","DEATHCANCER","TOT","100000PER","A","1966",236.9,
"AUS","DEATHCANCER","TOT","100000PER","A","1967",238.6,
"AUS","DEATHCANCER","TOT","100000PER","A","1968",249.3,"B"
"AUS","DEATHCANCER","TOT","100000PER","A","1969",248,
"AUS","DEATHCANCER","TOT","100000PER","A","1970",253.8,
"AUS","DEATHCANCER","TOT","100000PER","A","1971",252.9,
"AUS","DEATHCANCER","TOT","100000PER","A","1972",253.4,
"AUS","DEATHCANCER","TOT","100000PER","A","1973",258.8,
"AUS","DEATHCANCER","TOT","100000PER","A","1974",262.2,
"AUS","DEATHCANCER","TOT","100000PER","A","1975",253.4,
"AUS","DEATHCANCER","TOT","100000PER","A","1976",256.2,
"AUS","DEATHCANCER","TOT","100000PER","A","1977",255,
"AUS","DEATHCANCER","TOT","100000PER","A","1978",255.1,
"AUS","DEATHCANCER","TOT","100000PER","A","1979",253.2,"B"
"AUS","DEATHCANCER","TOT","100000PER","A","1980",259.7,
"AUS","DEATHCANCER","TOT","100000PER","A","1981",256.2,
"AUS","DEATHCANCER","TOT","100000PER","A","1982",260.7,
"AUS","DEATHCANCER","TOT","100000PER","A","1983",263.6,
"AUS","DEATHCANCER","TOT","100000PER","A","1984",266.4,
"AUS","DEATHCANCER","TOT","100000PER","A","1985",268.9,
"AUS","DEATHCANCER","TOT","100000PER","A","1986",261.5,
"AUS","DEATHCANCER","TOT","100000PER","A","1987",264.7,
"AUS","DEATHCANCER","TOT","100000PER","A","1988",263.9,
"AUS","DEATHCANCER","TOT","100000PER","A","1989",267.6,
"AUS","DEATHCANCER","TOT","100000PER","A","1990",261.4,
"AUS","DEATHCANCER","TOT","100000PER","A","1991",262.3,
"AUS","DEATHCANCER","TOT","100000PER","A","1992",261.8,
"AUS","DEATHCANCER","TOT","100000PER","A","1993",261.5,
"AUS","DEATHCANCER","TOT","100000PER","A","1994",265.2,
"AUS","DEATHCANCER","TOT","100000PER","A","1995",256.1,
"AUS","DEATHCANCER","TOT","100000PER","A","1996",257,
"AUS","DEATHCANCER","TOT","100000PER","A","1997",248.8,
"AUS","DEATHCANCER","TOT","100000PER","A","1998",247.7,"B"
"AUS","DEATHCANCER","TOT","100000PER","A","1999",241.7,
"AUS","DEATHCANCER","TOT","100000PER","A","2000",240.5,
"AUS","DEATHCANCER","TOT","100000PER","A","2001",238.8,
"AUS","DEATHCANCER","TOT","100000PER","A","2002",237.2,
"AUS","DEATHCANCER","TOT","100000PER","A","2003",231,
"AUS","DEATHCANCER","TOT","100000PER","A","2004",230.7,
"AUS","DEATHCANCER","TOT","100000PER","A","2006",229.4,
"AUS","DEATHCANCER","TOT","100000PER","A","2007",220.5,
"AUS","DEATHCANCER","TOT","100000PER","A","2008",226,
"AUS","DEATHCANCER","TOT","100000PER","A","2009",218.2,
"AUS","DEATHCANCER","TOT","100000PER","A","2010",219.3,
"AUS","DEATHCANCER","TOT","100000PER","A","2011",216.9,
"AUS","DEATHCANCER","TOT","100000PER","A","2012",209.9,
"AUS","DEATHCANCER","TOT","100000PER","A","2013",209.1,
"AUS","DEATHCANCER","TOT","100000PER","A","2014",204.1,
"AUS","DEATHCANCER","TOT","100000PER","A","2015",207,
"AUS","DEATHCANCER","TOT","100000PER","A","2016",201.2,
"AUS","DEATHCANCER","TOT","100000PER","A","2017",195.7,
"AUS","DEATHCANCER","TOT","100000PER","A","2018",196,
"AUS","DEATHCANCER","TOT","100000PER","A","2019",198.8,
"AUS","DEATHCANCER","TOT","100000PER","A","2020",188,
"AUT","DEATHCANCER","TOT","100000PER","A","1960",315.8,
"AUT","DEATHCANCER","TOT","100000PER","A","1961",320.7,
"AUT","DEATHCANCER","TOT","100000PER","A","1962",312.6,
"AUT","DEATHCANCER","TOT","100000PER","A","1963",314.9,
"AUT","DEATHCANCER","TOT","100000PER","A","1964",314.5,
"AUT","DEATHCANCER","TOT","100000PER","A","1965",318.4,
"AUT","DEATHCANCER","TOT","100000PER","A","1966",317.5,
"AUT","DEATHCANCER","TOT","100000PER","A","1967",316.9,
"AUT","DEATHCANCER","TOT","100000PER","A","1968",317.4,
"AUT","DEATHCANCER","TOT","100000PER","A","1969",310.1,"B"
"AUT","DEATHCANCER","TOT","100000PER","A","1970",312.4,
"AUT","DEATHCANCER","TOT","100000PER","A","1971",310.9,
"AUT","DEATHCANCER","TOT","100000PER","A","1972",303.5,
"AUT","DEATHCANCER","TOT","100000PER","A","1973",304.3,
"AUT","DEATHCANCER","TOT","100000PER","A","1974",306.5,
"AUT","DEATHCANCER","TOT","100000PER","A","1975",298.2,
"AUT","DEATHCANCER","TOT","100000PER","A","1976",298.5,
"AUT","DEATHCANCER","TOT","100000PER","A","1977",296.1,
"AUT","DEATHCANCER","TOT","100000PER","A","1978",293.2,
"AUT","DEATHCANCER","TOT","100000PER","A","1979",290.2,
"AUT","DEATHCANCER","TOT","100000PER","A","1980",296.1,"B"
"AUT","DEATHCANCER","TOT","100000PER","A","1981",291.8,
"AUT","DEATHCANCER","TOT","100000PER","A","1982",290.4,
"AUT","DEATHCANCER","TOT","100000PER","A","1983",284.9,
"AUT","DEATHCANCER","TOT","100000PER","A","1984",291.3,
"AUT","DEATHCANCER","TOT","100000PER","A","1985",283.3,
"AUT","DEATHCANCER","TOT","100000PER","A","1986",280.5,
"AUT","DEATHCANCER","TOT","100000PER","A","1987",285.1,
"AUT","DEATHCANCER","TOT","100000PER","A","1988",282.6,
"AUT","DEATHCANCER","TOT","100000PER","A","1989",281.2,
"AUT","DEATHCANCER","TOT","100000PER","A","1990",283.1,
"AUT","DEATHCANCER","TOT","100000PER","A","1991",281.1,
"AUT","DEATHCANCER","TOT","100000PER","A","1992",279.7,
"AUT","DEATHCANCER","TOT","100000PER","A","1993",280.1,
"AUT","DEATHCANCER","TOT","100000PER","A","1994",270.3,
"AUT","DEATHCANCER","TOT","100000PER","A","1995",268.9,
"AUT","DEATHCANCER","TOT","100000PER","A","1996",261.8,
"AUT","DEATHCANCER","TOT","100000PER","A","1997",260.3,
"AUT","DEATHCANCER","TOT","100000PER","A","1998",255,
"AUT","DEATHCANCER","TOT","100000PER","A","1999",252.2,
"AUT","DEATHCANCER","TOT","100000PER","A","2000",249.2,
"AUT","DEATHCANCER","TOT","100000PER","A","2001",242,
"AUT","DEATHCANCER","TOT","100000PER","A","2002",239.7,"B"
"AUT","DEATHCANCER","TOT","100000PER","A","2003",245,
"AUT","DEATHCANCER","TOT","100000PER","A","2004",242.4,
"AUT","DEATHCANCER","TOT","100000PER","A","2005",235.4,
"AUT","DEATHCANCER","TOT","100000PER","A","2006",230.2,
"AUT","DEATHCANCER","TOT","100000PER","A","2007",224.8,
"AUT","DEATHCANCER","TOT","100000PER","A","2008",230.3,
"AUT","DEATHCANCER","TOT","100000PER","A","2009",224.5,
"AUT","DEATHCANCER","TOT","100000PER","A","2010",221.6,
"AUT","DEATHCANCER","TOT","100000PER","A","2011",220.5,
"AUT","DEATHCANCER","TOT","100000PER","A","2012",219.5,
"AUT","DEATHCANCER","TOT","100000PER","A","2013",214.4,
"AUT","DEATHCANCER","TOT","100000PER","A","2014",214.4,
"AUT","DEATHCANCER","TOT","100000PER","A","2015",208.9,
"AUT","DEATHCANCER","TOT","100000PER","A","2016",203.7,
"AUT","DEATHCANCER","TOT","100000PER","A","2017",200.9,
"AUT","DEATHCANCER","TOT","100000PER","A","2018",200.8,
"AUT","DEATHCANCER","TOT","100000PER","A","2019",196.6,
"AUT","DEATHCANCER","TOT","100000PER","A","2020",196.6,
"BEL","DEATHCANCER","TOT","100000PER","A","1960",295.4,
"BEL","DEATHCANCER","TOT","100000PER","A","1961",293.4,
"BEL","DEATHCANCER","TOT","100000PER","A","1962",299.8,
"BEL","DEATHCANCER","TOT","100000PER","A","1963",307.6,
"BEL","DEATHCANCER","TOT","100000PER","A","1964",296.9,
"BEL","DEATHCANCER","TOT","100000PER","A","1965",303.3,
"BEL","DEATHCANCER","TOT","100000PER","A","1966",303.7,
"BEL","DEATHCANCER","TOT","100000PER","A","1967",306.8,
"BEL","DEATHCANCER","TOT","100000PER","A","1968",309.1,"B"
"BEL","DEATHCANCER","TOT","100000PER","A","1969",308.2,
"BEL","DEATHCANCER","TOT","100000PER","A","1970",306.5,
"BEL","DEATHCANCER","TOT","100000PER","A","1971",312.2,
"BEL","DEATHCANCER","TOT","100000PER","A","1972",308.9,
"BEL","DEATHCANCER","TOT","100000PER","A","1973",309.9,
"BEL","DEATHCANCER","TOT","100000PER","A","1974",307.2,
"BEL","DEATHCANCER","TOT","100000PER","A","1975",311.5,
"BEL","DEATHCANCER","TOT","100000PER","A","1976",310,
"BEL","DEATHCANCER","TOT","100000PER","A","1977",312.3,
"BEL","DEATHCANCER","TOT","100000PER","A","1978",327.2,
"BEL","DEATHCANCER","TOT","100000PER","A","1979",320.1,"B"
"BEL","DEATHCANCER","TOT","100000PER","A","1980",322.6,
"BEL","DEATHCANCER","TOT","100000PER","A","1981",327.7,
"BEL","DEATHCANCER","TOT","100000PER","A","1982",320.8,
"BEL","DEATHCANCER","TOT","100000PER","A","1983",322.7,
"BEL","DEATHCANCER","TOT","100000PER","A","1984",320.2,
"BEL","DEATHCANCER","TOT","100000PER","A","1985",316.2,
"BEL","DEATHCANCER","TOT","100000PER","A","1986",312.1,
"BEL","DEATHCANCER","TOT","100000PER","A","1987",308.1,
"BEL","DEATHCANCER","TOT","100000PER","A","1988",311.3,
"BEL","DEATHCANCER","TOT","100000PER","A","1989",309,
"BEL","DEATHCANCER","TOT","100000PER","A","1990",301.5,
"BEL","DEATHCANCER","TOT","100000PER","A","1991",299.3,
"BEL","DEATHCANCER","TOT","100000PER","A","1992",300,
"BEL","DEATHCANCER","TOT","100000PER","A","1993",301.3,
"BEL","DEATHCANCER","TOT","100000PER","A","1994",298.7,
"BEL","DEATHCANCER","TOT","100000PER","A","1995",298.7,
"BEL","DEATHCANCER","TOT","100000PER","A","1996",288.8,
"BEL","DEATHCANCER","TOT","100000PER","A","1997",290.1,
"BEL","DEATHCANCER","TOT","100000PER","A","1998",281.2,"B"
"BEL","DEATHCANCER","TOT","100000PER","A","1999",272.5,
"BEL","DEATHCANCER","TOT","100000PER","A","2000",263.3,
"BEL","DEATHCANCER","TOT","100000PER","A","2001",259.9,
"BEL","DEATHCANCER","TOT","100000PER","A","2002",257.8,
"BEL","DEATHCANCER","TOT","100000PER","A","2003",250,
"BEL","DEATHCANCER","TOT","100000PER","A","2004",244.8,
"BEL","DEATHCANCER","TOT","100000PER","A","2005",245.2,
"BEL","DEATHCANCER","TOT","100000PER","A","2006",239.8,
"BEL","DEATHCANCER","TOT","100000PER","A","2007",239.3,
"BEL","DEATHCANCER","TOT","100000PER","A","2008",241,
"BEL","DEATHCANCER","TOT","100000PER","A","2009",235.2,
"BEL","DEATHCANCER","TOT","100000PER","A","2010",235.9,
"BEL","DEATHCANCER","TOT","100000PER","A","2011",232.2,
"BEL","DEATHCANCER","TOT","100000PER","A","2012",225,
"BEL","DEATHCANCER","TOT","100000PER","A","2013",222.9,
"BEL","DEATHCANCER","TOT","100000PER","A","2014",216.9,
"BEL","DEATHCANCER","TOT","100000PER","A","2015",214.8,
"BEL","DEATHCANCER","TOT","100000PER","A","2016",210.9,
"BEL","DEATHCANCER","TOT","100000PER","A","2017",204.1,
"BEL","DEATHCANCER","TOT","100000PER","A","2018",196.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1960",258.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1961",252.3,
"CAN","DEATHCANCER","TOT","100000PER","A","1962",255.6,
"CAN","DEATHCANCER","TOT","100000PER","A","1963",255.4,
"CAN","DEATHCANCER","TOT","100000PER","A","1964",254.4,
"CAN","DEATHCANCER","TOT","100000PER","A","1965",255.1,
"CAN","DEATHCANCER","TOT","100000PER","A","1966",255.2,
"CAN","DEATHCANCER","TOT","100000PER","A","1967",259.3,
"CAN","DEATHCANCER","TOT","100000PER","A","1968",261.2,
"CAN","DEATHCANCER","TOT","100000PER","A","1969",265.2,"B"
"CAN","DEATHCANCER","TOT","100000PER","A","1970",267,
"CAN","DEATHCANCER","TOT","100000PER","A","1971",260.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1972",266.1,
"CAN","DEATHCANCER","TOT","100000PER","A","1973",268,
"CAN","DEATHCANCER","TOT","100000PER","A","1974",267,
"CAN","DEATHCANCER","TOT","100000PER","A","1975",263.6,
"CAN","DEATHCANCER","TOT","100000PER","A","1976",266.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1977",263.3,
"CAN","DEATHCANCER","TOT","100000PER","A","1978",266,
"CAN","DEATHCANCER","TOT","100000PER","A","1979",269.8,"B"
"CAN","DEATHCANCER","TOT","100000PER","A","1980",269.2,
"CAN","DEATHCANCER","TOT","100000PER","A","1981",267,
"CAN","DEATHCANCER","TOT","100000PER","A","1982",278.5,
"CAN","DEATHCANCER","TOT","100000PER","A","1983",267.8,
"CAN","DEATHCANCER","TOT","100000PER","A","1984",273.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1985",276.4,
"CAN","DEATHCANCER","TOT","100000PER","A","1986",279.1,
"CAN","DEATHCANCER","TOT","100000PER","A","1987",279.1,
"CAN","DEATHCANCER","TOT","100000PER","A","1988",284.8,
"CAN","DEATHCANCER","TOT","100000PER","A","1989",280.2,
"CAN","DEATHCANCER","TOT","100000PER","A","1990",279.5,
"CAN","DEATHCANCER","TOT","100000PER","A","1991",278.4,
"CAN","DEATHCANCER","TOT","100000PER","A","1992",271.5,
"CAN","DEATHCANCER","TOT","100000PER","A","1993",270.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1994",269.7,
"CAN","DEATHCANCER","TOT","100000PER","A","1995",265.1,
"CAN","DEATHCANCER","TOT","100000PER","A","1996",269.4,
"CAN","DEATHCANCER","TOT","100000PER","A","1997",260.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1998",262.9,
"CAN","DEATHCANCER","TOT","100000PER","A","1999",261.7,
"CAN","DEATHCANCER","TOT","100000PER","A","2000",259.4,"B"
"CAN","DEATHCANCER","TOT","100000PER","A","2001",258.7,
"CAN","DEATHCANCER","TOT","100000PER","A","2002",257.5,
"CAN","DEATHCANCER","TOT","100000PER","A","2003",254.2,
"CAN","DEATHCANCER","TOT","100000PER","A","2004",251.2,
"CAN","DEATHCANCER","TOT","100000PER","A","2005",246.6,
"CAN","DEATHCANCER","TOT","100000PER","A","2006",241.6,
"CAN","DEATHCANCER","TOT","100000PER","A","2007",241.2,
"CAN","DEATHCANCER","TOT","100000PER","A","2008",237.1,
"CAN","DEATHCANCER","TOT","100000PER","A","2009",232.9,
"CAN","DEATHCANCER","TOT","100000PER","A","2010",229,
"CAN","DEATHCANCER","TOT","100000PER","A","2011",226.8,
"CAN","DEATHCANCER","TOT","100000PER","A","2012",223.5,
"CAN","DEATHCANCER","TOT","100000PER","A","2013",220.7,
"CAN","DEATHCANCER","TOT","100000PER","A","2014",227.2,
"CAN","DEATHCANCER","TOT","100000PER","A","2015",213.9,
"CAN","DEATHCANCER","TOT","100000PER","A","2016",213.6,
"CAN","DEATHCANCER","TOT","100000PER","A","2017",209.5,
"CAN","DEATHCANCER","TOT","100000PER","A","2018",204,
"CAN","DEATHCANCER","TOT","100000PER","A","2019",200.3,
"CZE","DEATHCANCER","TOT","100000PER","A","1986",340.7,
"CZE","DEATHCANCER","TOT","100000PER","A","1987",339.3,
"CZE","DEATHCANCER","TOT","100000PER","A","1988",346.1,
"CZE","DEATHCANCER","TOT","100000PER","A","1989",343.2,
"CZE","DEATHCANCER","TOT","100000PER","A","1990",347.5,
"CZE","DEATHCANCER","TOT","100000PER","A","1991",345.6,
"CZE","DEATHCANCER","TOT","100000PER","A","1992",341.8,
"CZE","DEATHCANCER","TOT","100000PER","A","1993",342.5,
"CZE","DEATHCANCER","TOT","100000PER","A","1994",339.8,"B"
"CZE","DEATHCANCER","TOT","100000PER","A","1995",343.3,
"CZE","DEATHCANCER","TOT","100000PER","A","1996",330.7,
"CZE","DEATHCANCER","TOT","100000PER","A","1997",328.5,
"CZE","DEATHCANCER","TOT","100000PER","A","1998",326.5,
"CZE","DEATHCANCER","TOT","100000PER","A","1999",323.3,
"CZE","DEATHCANCER","TOT","100000PER","A","2000",325.8,
"CZE","DEATHCANCER","TOT","100000PER","A","2001",320.6,
"CZE","DEATHCANCER","TOT","100000PER","A","2002",324.5,
"CZE","DEATHCANCER","TOT","100000PER","A","2003",325.1,
"CZE","DEATHCANCER","TOT","100000PER","A","2004",321.1,
"CZE","DEATHCANCER","TOT","100000PER","A","2005",301.7,
"CZE","DEATHCANCER","TOT","100000PER","A","2006",295.1,
"CZE","DEATHCANCER","TOT","100000PER","A","2007",283.5,
"CZE","DEATHCANCER","TOT","100000PER","A","2008",278.8,
"CZE","DEATHCANCER","TOT","100000PER","A","2009",275.1,
"CZE","DEATHCANCER","TOT","100000PER","A","2010",272.1,
"CZE","DEATHCANCER","TOT","100000PER","A","2011",260.7,
"CZE","DEATHCANCER","TOT","100000PER","A","2012",257.3,
"CZE","DEATHCANCER","TOT","100000PER","A","2013",250.1,
"CZE","DEATHCANCER","TOT","100000PER","A","2014",245.6,
"CZE","DEATHCANCER","TOT","100000PER","A","2015",239.9,
"CZE","DEATHCANCER","TOT","100000PER","A","2016",239.2,
"CZE","DEATHCANCER","TOT","100000PER","A","2017",234.6,
"CZE","DEATHCANCER","TOT","100000PER","A","2018",234.2,
"CZE","DEATHCANCER","TOT","100000PER","A","2019",234.3,
"CZE","DEATHCANCER","TOT","100000PER","A","2020",229.3,
"DNK","DEATHCANCER","TOT","100000PER","A","1960",314.3,
"DNK","DEATHCANCER","TOT","100000PER","A","1961",314.3,
"DNK","DEATHCANCER","TOT","100000PER","A","1962",312.8,
"DNK","DEATHCANCER","TOT","100000PER","A","1963",316.1,
"DNK","DEATHCANCER","TOT","100000PER","A","1964",318.1,
"DNK","DEATHCANCER","TOT","100000PER","A","1965",318.1,
"DNK","DEATHCANCER","TOT","100000PER","A","1966",301.3,
"DNK","DEATHCANCER","TOT","100000PER","A","1967",288.7,
"DNK","DEATHCANCER","TOT","100000PER","A","1968",287.2,
"DNK","DEATHCANCER","TOT","100000PER","A","1969",292.7,"B"
"DNK","DEATHCANCER","TOT","100000PER","A","1970",291.2,
"DNK","DEATHCANCER","TOT","100000PER","A","1971",303,
"DNK","DEATHCANCER","TOT","100000PER","A","1972",307.4,
"DNK","DEATHCANCER","TOT","100000PER","A","1973",298.5,
"DNK","DEATHCANCER","TOT","100000PER","A","1974",290,
"DNK","DEATHCANCER","TOT","100000PER","A","1975",294.5,
"DNK","DEATHCANCER","TOT","100000PER","A","1976",303.8,
"DNK","DEATHCANCER","TOT","100000PER","A","1977",300.7,
"DNK","DEATHCANCER","TOT","100000PER","A","1978",308.9,
"DNK","DEATHCANCER","TOT","100000PER","A","1979",313.1,
"DNK","DEATHCANCER","TOT","100000PER","A","1980",320,
"DNK","DEATHCANCER","TOT","100000PER","A","1981",315.9,
"DNK","DEATHCANCER","TOT","100000PER","A","1982",311.9,
"DNK","DEATHCANCER","TOT","100000PER","A","1983",330.3,
"DNK","DEATHCANCER","TOT","100000PER","A","1984",321.7,
"DNK","DEATHCANCER","TOT","100000PER","A","1985",320.4,
"DNK","DEATHCANCER","TOT","100000PER","A","1986",319.1,
"DNK","DEATHCANCER","TOT","100000PER","A","1987",317.7,
"DNK","DEATHCANCER","TOT","100000PER","A","1988",323.7,
"DNK","DEATHCANCER","TOT","100000PER","A","1989",318,
"DNK","DEATHCANCER","TOT","100000PER","A","1990",317.9,
"DNK","DEATHCANCER","TOT","100000PER","A","1991",313.8,
"DNK","DEATHCANCER","TOT","100000PER","A","1992",316.4,
"DNK","DEATHCANCER","TOT","100000PER","A","1993",322.1,
"DNK","DEATHCANCER","TOT","100000PER","A","1994",324.4,"B"
"DNK","DEATHCANCER","TOT","100000PER","A","1995",324.6,
"DNK","DEATHCANCER","TOT","100000PER","A","1996",313.1,
"DNK","DEATHCANCER","TOT","100000PER","A","1997",312.5,
"DNK","DEATHCANCER","TOT","100000PER","A","1998",308.9,
"DNK","DEATHCANCER","TOT","100000PER","A","1999",311.8,
"DNK","DEATHCANCER","TOT","100000PER","A","2000",310.3,
"DNK","DEATHCANCER","TOT","100000PER","A","2001",306.9,
"DNK","DEATHCANCER","TOT","100000PER","A","2002",294.9,
"DNK","DEATHCANCER","TOT","100000PER","A","2003",292.2,
"DNK","DEATHCANCER","TOT","100000PER","A","2004",294.7,
"DNK","DEATHCANCER","TOT","100000PER","A","2005",293.1,
"DNK","DEATHCANCER","TOT","100000PER","A","2006",295.6,
"DNK","DEATHCANCER","TOT","100000PER","A","2007",281.9,
"DNK","DEATHCANCER","TOT","100000PER","A","2008",279,
"DNK","DEATHCANCER","TOT","100000PER","A","2009",270.6,
"DNK","DEATHCANCER","TOT","100000PER","A","2010",274.4,
"DNK","DEATHCANCER","TOT","100000PER","A","2011",268.1,
"DNK","DEATHCANCER","TOT","100000PER","A","2012",267.7,
"DNK","DEATHCANCER","TOT","100000PER","A","2013",259.1,
"DNK","DEATHCANCER","TOT","100000PER","A","2014",254,
"DNK","DEATHCANCER","TOT","100000PER","A","2015",250.7,
"DNK","DEATHCANCER","TOT","100000PER","A","2016",253.8,
"DNK","DEATHCANCER","TOT","100000PER","A","2017",243.6,
"DNK","DEATHCANCER","TOT","100000PER","A","2018",234.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1960",285.1,
"FIN","DEATHCANCER","TOT","100000PER","A","1961",282.6,
"FIN","DEATHCANCER","TOT","100000PER","A","1962",273.4,
"FIN","DEATHCANCER","TOT","100000PER","A","1963",279.5,
"FIN","DEATHCANCER","TOT","100000PER","A","1964",283.5,
"FIN","DEATHCANCER","TOT","100000PER","A","1965",276,
"FIN","DEATHCANCER","TOT","100000PER","A","1966",278.2,
"FIN","DEATHCANCER","TOT","100000PER","A","1967",274.2,
"FIN","DEATHCANCER","TOT","100000PER","A","1968",283.5,
"FIN","DEATHCANCER","TOT","100000PER","A","1969",284.4,"B"
"FIN","DEATHCANCER","TOT","100000PER","A","1970",277.1,
"FIN","DEATHCANCER","TOT","100000PER","A","1971",282.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1972",273.1,
"FIN","DEATHCANCER","TOT","100000PER","A","1973",274.6,
"FIN","DEATHCANCER","TOT","100000PER","A","1974",272.8,
"FIN","DEATHCANCER","TOT","100000PER","A","1975",266.6,
"FIN","DEATHCANCER","TOT","100000PER","A","1976",272.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1977",267.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1978",269.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1979",273,
"FIN","DEATHCANCER","TOT","100000PER","A","1980",264.4,
"FIN","DEATHCANCER","TOT","100000PER","A","1981",264.7,
"FIN","DEATHCANCER","TOT","100000PER","A","1982",259,
"FIN","DEATHCANCER","TOT","100000PER","A","1983",262.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1984",260.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1985",256.6,
"FIN","DEATHCANCER","TOT","100000PER","A","1986",252.6,
"FIN","DEATHCANCER","TOT","100000PER","A","1987",247.8,"B"
"FIN","DEATHCANCER","TOT","100000PER","A","1988",246,
"FIN","DEATHCANCER","TOT","100000PER","A","1989",246.7,
"FIN","DEATHCANCER","TOT","100000PER","A","1990",242.9,
"FIN","DEATHCANCER","TOT","100000PER","A","1991",234.2,
"FIN","DEATHCANCER","TOT","100000PER","A","1992",239.1,
"FIN","DEATHCANCER","TOT","100000PER","A","1993",239,
"FIN","DEATHCANCER","TOT","100000PER","A","1994",228.3,
"FIN","DEATHCANCER","TOT","100000PER","A","1995",230.6,
"FIN","DEATHCANCER","TOT","100000PER","A","1996",227.2,"B"
"FIN","DEATHCANCER","TOT","100000PER","A","1997",225,
"FIN","DEATHCANCER","TOT","100000PER","A","1998",223.4,
"FIN","DEATHCANCER","TOT","100000PER","A","1999",218.8,
"FIN","DEATHCANCER","TOT","100000PER","A","2000",216,
"FIN","DEATHCANCER","TOT","100000PER","A","2001",214,
"FIN","DEATHCANCER","TOT","100000PER","A","2002",207.7,
"FIN","DEATHCANCER","TOT","100000PER","A","2003",208.7,
"FIN","DEATHCANCER","TOT","100000PER","A","2004",205.9,
"FIN","DEATHCANCER","TOT","100000PER","A","2005",202.6,
"FIN","DEATHCANCER","TOT","100000PER","A","2006",201.5,
"FIN","DEATHCANCER","TOT","100000PER","A","2007",198.2,
"FIN","DEATHCANCER","TOT","100000PER","A","2008",196.1,
"FIN","DEATHCANCER","TOT","100000PER","A","2009",192.3,
"FIN","DEATHCANCER","TOT","100000PER","A","2010",198.3,
"FIN","DEATHCANCER","TOT","100000PER","A","2011",194.1,
"FIN","DEATHCANCER","TOT","100000PER","A","2012",192.1,
"FIN","DEATHCANCER","TOT","100000PER","A","2013",191.3,
"FIN","DEATHCANCER","TOT","100000PER","A","2014",187.5,
"FIN","DEATHCANCER","TOT","100000PER","A","2016",188.4,
"FIN","DEATHCANCER","TOT","100000PER","A","2017",185.9,
"FIN","DEATHCANCER","TOT","100000PER","A","2018",182.2,
"FIN","DEATHCANCER","TOT","100000PER","A","2019",183.3,
"FRA","DEATHCANCER","TOT","100000PER","A","1960",263.4,
"FRA","DEATHCANCER","TOT","100000PER","A","1961",264.4,
"FRA","DEATHCANCER","TOT","100000PER","A","1962",267,
"FRA","DEATHCANCER","TOT","100000PER","A","1963",272.1,
"FRA","DEATHCANCER","TOT","100000PER","A","1964",272.1,
"FRA","DEATHCANCER","TOT","100000PER","A","1965",271.7,
"FRA","DEATHCANCER","TOT","100000PER","A","1966",274.8,
"FRA","DEATHCANCER","TOT","100000PER","A","1967",275.4,
"FRA","DEATHCANCER","TOT","100000PER","A","1968",278.8,"B"
"FRA","DEATHCANCER","TOT","100000PER","A","1969",266.1,
"FRA","DEATHCANCER","TOT","100000PER","A","1970",261.1,
"FRA","DEATHCANCER","TOT","100000PER","A","1971",266.1,
"FRA","DEATHCANCER","TOT","100000PER","A","1972",270,
"FRA","DEATHCANCER","TOT","100000PER","A","1973",270.1,
"FRA","DEATHCANCER","TOT","100000PER","A","1974",274.5,
"FRA","DEATHCANCER","TOT","100000PER","A","1975",274.4,
"FRA","DEATHCANCER","TOT","100000PER","A","1976",277.2,
"FRA","DEATHCANCER","TOT","100000PER","A","1977",274.8,
"FRA","DEATHCANCER","TOT","100000PER","A","1978",277,
"FRA","DEATHCANCER","TOT","100000PER","A","1979",277.9,"B"
"FRA","DEATHCANCER","TOT","100000PER","A","1980",276.7,
"FRA","DEATHCANCER","TOT","100000PER","A","1981",279.5,
"FRA","DEATHCANCER","TOT","100000PER","A","1982",278.2,
"FRA","DEATHCANCER","TOT","100000PER","A","1983",279.3,
"FRA","DEATHCANCER","TOT","100000PER","A","1984",280.6,
"FRA","DEATHCANCER","TOT","100000PER","A","1985",279.3,
"FRA","DEATHCANCER","TOT","100000PER","A","1986",288.5,
"FRA","DEATHCANCER","TOT","100000PER","A","1987",280.7,
"FRA","DEATHCANCER","TOT","100000PER","A","1988",280.4,
"FRA","DEATHCANCER","TOT","100000PER","A","1989",279.5,
