"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",20.2,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",19.5,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",20.4,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",19.5,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",19.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",18.5,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",18.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",18.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",17.8,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",17.9,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",17.9,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",17.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",16.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",16.5,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",16.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",14.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",13.8,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",12.5,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",12.2,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",11.4,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",10.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",10,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",10.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",9.6,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",9.2,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",9.9,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",8.8,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",8.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",8.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",8,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",8.2,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",7.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",6.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",5.9,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",5.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",5.8,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",5.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",5,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",5.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",5.2,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",5.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",5,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",4.8,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",4.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.9,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.7,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",4.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",4.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.2,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",4.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.8,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.6,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.4,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.2,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2018",3.1,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2019",3.3,
"AUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2020",3.2,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",37.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",32.7,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",32.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",31.3,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",29.2,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",28.3,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",28.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",26.4,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",25.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",25.4,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",25.9,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",26.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",25.2,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",23.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",23.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",20.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",18.2,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",16.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",15,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",14.7,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",14.3,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",12.6,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",12.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",11.9,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",11.4,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",11.2,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",10.3,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",9.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",8.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",8.3,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",7.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",7.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",7.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",6.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",6.3,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",5.4,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",5.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",4.7,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",4.9,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",4.4,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",4.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",4.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",4.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",4.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",4.5,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.2,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.6,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.7,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.7,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.8,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.9,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.6,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.2,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.1,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.9,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2018",2.7,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2019",2.9,
"AUT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2020",3.1,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",31.4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",28.1,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",27.5,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",27.2,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",25.3,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",23.7,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",24.7,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",22.9,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",21.7,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",21.2,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",21.1,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",20.4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",18.8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",17.7,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",17.4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",16.1,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",15.3,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",13.6,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",13.3,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",12.3,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",12.1,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",11.5,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",11.1,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",10.6,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",10,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",9.8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",9.6,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",9.7,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",9,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",8.5,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",8.3,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",8.2,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",7.6,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",6,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",5,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",5.4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",5.2,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",4.9,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",4.8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",4.5,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",4.4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",4.1,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",3.9,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",3.7,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.5,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.6,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.5,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.4,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.3,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.2,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.6,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2018",3.8,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2019",3.7,
"BEL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2020",3.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",27.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",27.2,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",27.6,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",26.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",24.7,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",23.6,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",23.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",22,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",20.8,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",19.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",18.8,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",17.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",17.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",15.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",15,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",14.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",13.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",12.4,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",12,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",10.9,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",10.4,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",9.6,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",9.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",8.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",8.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",8,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",7.9,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",7.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",7.2,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",7.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",6.8,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",6.4,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",6.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",6.8,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",6.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",6.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",5.6,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",5.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",5.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",5.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",5.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",5.2,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",5.4,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",5.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",5.3,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",5.4,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",5.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.1,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.9,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.9,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4.8,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",4.7,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",4.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",4.5,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2018",4.7,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2019",4.4,
"CAN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2020",4.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",20,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",19.3,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",21.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",19.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",19.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",23.7,"B"
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",21.9,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",21.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",21.6,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",21.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",20.2,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",20.2,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",19.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",19.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",19.3,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",19.4,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",19.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",18.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",17.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",15.8,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",16.9,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",15.4,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",15,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",14.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",14.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",12.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",12.3,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",12,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",11,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",10,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",10.8,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",10.4,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",9.9,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",8.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",7.9,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",7.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",6,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",5.9,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",5.2,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",4.6,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",4.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",4,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",4.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",3.9,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",3.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",3.4,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.3,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.1,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.8,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.9,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.6,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.4,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.5,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.8,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.7,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2018",2.6,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2019",2.6,
"CZE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2020",2.3,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",21.5,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",21.8,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",20.1,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",19.1,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",18.7,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",18.7,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",16.9,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",15.8,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",16.4,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",14.8,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",14.2,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",13.5,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",12.2,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",11.5,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",10.7,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",10.4,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",10.2,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",8.7,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",8.8,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",8.8,
